gtin;descricao;marca;ncm;ncm_descricao;gpc;gpc_descricao;categoria;categoria_id;categoria_pai_id;peso_liquido;peso_bruto;preco_medio;preco_min;preco_max;gtins_alternativos;thumbnail;criado_em;atualizado_em;fontes
7896092500169;VERMOUTH FIORINI TINTO;FIORINI;22051000;Em recipientes de capacidade não superior a 2 l;;;Licor;240;140;;;;0.0;0.0;17896092500166;https://cdn-cosmos.bluesoft.com.br/products/7896092500169;2014-04-24T11:07:34.000-03:00;2026-07-30T06:31:40.000-03:00;ncm:22051000
7896092500596;JURUBEBA CHAPEU DE COURO;;22060090;Outras;;;Aperitivos;269;140;;;;0.0;0.0;27896092500590;https://cdn-cosmos.bluesoft.com.br/products/7896092500596;2014-04-24T11:07:34.000-03:00;2026-07-30T06:31:43.000-03:00;ncm:22060090
7896092501111;CATUABA VIRTUDE;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:31:48.000-03:00;ncm:22082000
7896097701110;CHAMPAG PETERLONGO FINO B ROSE;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;17896097701117;https://cdn-cosmos.bluesoft.com.br/products/7896097701110;2014-04-24T11:07:34.000-03:00;2026-07-30T06:44:35.000-03:00;ncm:22043000
7896097720104;BEBIDA PETER ESP PTA MOSCATEL ROSE;PRODUTOS BUFALO;22082000;Aguardentes de vinho ou de bagaço de uvas;47000000;Produtos de Higiene / Limpeza;Espumante e Champanhe;143;140;;;;0.0;0.0;27896097720108;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:44:46.000-03:00;ncm:22082000
7896097722016;FILTRADO DOCE BRANCO ESPUMA DE PRATA GARRAFA 660ML;ESPUMA DE PRATA;22043000;Outros mostos de uvas;47000000;Produtos de Higiene / Limpeza;Espumante e Champanhe;143;140;;;;0.0;0.0;27896097722010;https://cdn-cosmos.bluesoft.com.br/products/7896097722016;2014-04-24T11:07:34.000-03:00;2026-07-30T06:44:50.000-03:00;ncm:22043000
7896097722047;FILTRADO DOCE ROSÉ ESPUMA DE PRATA GARRAFA 660ML;PRODUTOS BUFALO;22043000;Outros mostos de uvas;47000000;Produtos de Higiene / Limpeza;Espumante e Champanhe;143;140;;;;0.0;0.0;27896097722041;https://cdn-cosmos.bluesoft.com.br/products/7896097722047;2014-04-24T11:07:34.000-03:00;2026-09-12T17:43:23.000-03:00;ncm:22043000
7896097722061;FILTRADO PETER.E.PRATA ROS.355;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2016-04-06T02:24:14.000-03:00;2026-07-30T06:44:50.000-03:00;ncm:22043000
7896097722078;CHAMPAGNE PETERLONGO ESPUMA PRATA 2,5 BRANCA;PRODUTOS BUFALO;22043000;Outros mostos de uvas;47000000;Produtos de Higiene / Limpeza;Espumante e Champanhe;143;140;;;;0.0;0.0;47896097722076;https://cdn-cosmos.bluesoft.com.br/products/7896097722078;2014-04-24T11:07:34.000-03:00;2026-07-30T06:44:51.000-03:00;ncm:22043000
7896097722085;ESPUMA DE PRATA;PRODUTOS BUFALO;22060010;Sidra;47000000;Produtos de Higiene / Limpeza;;;;;;;0.0;0.0;47896097722083;https://cdn-cosmos.bluesoft.com.br/products/7896097722085;2014-04-24T11:07:34.000-03:00;2026-07-30T06:44:51.000-03:00;ncm:22060010
7896097727097;SIDRA PETERLONGO MACA;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:44:53.000-03:00;ncm:22060010
7896097727103;SIDRA PETERLONGO MACA 2;;22060010;Sidra;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:44:53.000-03:00;ncm:22060010
7896100501713;FILTRADO DOCE BRASILEIRO BRANCO DEL SOLE GARRAFA 660ML;COLLINA DEL SOLE;22043000;Outros mostos de uvas;;;Espumante e Champanhe;143;140;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896100501713;2014-04-24T11:07:34.000-03:00;2026-09-10T11:54:29.000-03:00;ncm:22043000
7896100501720;FILTRADO DOCE BRASILEIRO ROSÉ DEL SOLE GARRAFA 660ML;COLLINA DEL SOLE;22043000;Outros mostos de uvas;;;Vinho Rosé;246;74;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896100501720;2014-04-24T11:07:34.000-03:00;2026-09-12T08:00:03.000-03:00;ncm:22043000
7896100502185;KIT ESTILO TANNAT C/ 1TACA;;22051000;Em recipientes de capacidade não superior a 2 l;;;Vinhos Brasileiros;216;74;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:49:29.000-03:00;ncm:22051000
7896106200221;FORESTIER RESERVE CHARDONNAY|750|WINE;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:59:54.000-03:00;ncm:22043000
7896106200535;VINHO FORESTIER SAUVIGNON BLANC;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:59:54.000-03:00;ncm:22043000
7896106201013;?*FORESTIER MERL NOIRT|750|WINE;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:59:55.000-03:00;ncm:22043000
7896106201129;FORESTIER CAB FRANC|750|WINE | VINHO FORESTIER CABERNET FRANC;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:59:56.000-03:00;ncm:22043000
7896106201310;FORESTIER BLANC|750|WINE;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:59:57.000-03:00;ncm:22043000
7896106201624;FORESTIER RIESLI W|750|WINE | VINHO FORESTIER RISLING BC 750;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T06:59:57.000-03:00;ncm:22043000
7896113900022;CACHAÇA CARVALHO NÊGA FULÔ GARRAFA 750ML;NEGA FULO;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça;151;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896113900022;2014-04-24T11:07:34.000-03:00;2026-07-30T07:21:16.000-03:00;ncm:22084000
7896113900268;CACHAÇA IPÊ NÊGA FULÔ GARRAFA 750ML;NEGA FULO;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça;151;69;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896113900268;2014-04-24T11:07:34.000-03:00;2026-07-30T07:21:17.000-03:00;ncm:22084000
7896136921011;HALBERTH GARRAFAO T|4600|WINE;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2015-09-17T07:53:31.000-03:00;2026-07-30T07:31:29.000-03:00;ncm:22042211
7896136921202;HALBETTH GARRAFAO W|4600|WINE;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2015-09-17T07:53:31.000-03:00;2026-07-30T07:31:31.000-03:00;ncm:22042211
7896189410012;WHISKY BARILETE 1L;;22083010;Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade igual ou superior a 50 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T07:57:41.000-03:00;ncm:22083010
7896189410036;WHISKY O MONGE;;22083010;Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade igual ou superior a 50 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T07:57:41.000-03:00;ncm:22083010
7896266100140;VINHO GOES 4,5L L.LICOROSO;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2016-04-05T21:24:16.000-03:00;2026-07-30T09:26:15.000-03:00;ncm:22042910
7896266100157;VINHO GOES LICOROSO ROSADO 4 5L;;22042910;Vinhos;;;;;;4500;4500;;0.0;0.0;;;2016-01-19T14:04:51.000-02:00;2026-07-30T09:26:15.000-03:00;ncm:22042910
7896266100164;VINHO GOES 4,5L BRANCO SUAVE;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T09:26:16.000-03:00;ncm:22042910
7896266100485;COOLER GOES PESSEGO;;22060090;Outras;;;;;;;;;0.0;0.0;17896266100482|27896266101103;https://cdn-cosmos.bluesoft.com.br/products/7896266100485;2014-04-24T11:07:34.000-03:00;2026-07-30T09:26:21.000-03:00;ncm:22060090
7896266100508;COOLER GOES PINA COLADA;;22060090;Outras;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T09:26:22.000-03:00;ncm:22060090
7896273100027;AG CANINHA 21 6X | CANINHA 21 PIRASSUNUNGA;PIRASSUNUNGA;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça Premium;225;151;;;;0.0;0.0;17896273100024;https://cdn-cosmos.bluesoft.com.br/products/7896273100027;2014-04-24T11:07:34.000-03:00;2026-09-03T21:04:53.000-03:00;ncm:22084000
7896273100225;BEBIDA MISTA MARIA JOANA;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896273100225;2014-04-24T11:07:34.000-03:00;2026-08-19T12:01:10.000-03:00;ncm:22084000
7896291600073;VERMOUTH FRATINI BRANCO;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T10:01:01.000-03:00;ncm:22051000
7896291600080;VINHO PRIMOR FRATINI TTO ERV;;22051000;Em recipientes de capacidade não superior a 2 l;;;Vinhos Brasileiros;216;74;880;924;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T10:01:01.000-03:00;ncm:22051000
7896299101107;SAQUÊ LICOROSO MIRIN CULINÁRIO AZUMA GARRAFA 500ML;TOZAN;22060090;Outras;;;Licor;240;140;;;;0.0;0.0;17896299101104;https://cdn-cosmos.bluesoft.com.br/products/7896299101107;2014-04-24T11:07:34.000-03:00;2026-07-30T10:13:20.000-03:00;ncm:22060090
7896299101169;SAKE AZUMA KIRIN DOURADO;AZUMA KIRIN;22060090;Outras;;;;;;375;450;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T10:13:21.000-03:00;ncm:22060090
7896321800688;VINHO SAO ROQUE TINTO SUAVE 4 6LT;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;1000;1050;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T10:37:09.000-03:00;ncm:22042211
7896336800734;SIDRA GASEIF CHAMPS CLASSIQUE;;22060010;Sidra;;;;;;;;;0.0;0.0;27896336800165;;2014-04-24T11:07:34.000-03:00;2026-07-30T10:50:20.000-03:00;ncm:22060010
7896336801052;SIDRA GASEIF CHAMPS ROSE;;22060010;Sidra;;;;;;;;;0.0;0.0;27896336801056;;2014-04-24T11:07:34.000-03:00;2026-07-30T10:50:26.000-03:00;ncm:22060010
7896388000021;CERVEJA CERPA GOLD NATAL LT;;22030000;Cervejas de malte.;10000159;Cerveja;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T11:25:41.000-03:00;ncm:22030000
7896403900176;VERMOUTH BARZINI BRANCO DOCE;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-30T11:35:35.000-03:00;ncm:22051000
7896403901838;SIDRA NATAL GASEIFICADA DOCE;;22060010;Sidra;;;;;;;;;0.0;0.0;7896403991839;;2014-04-24T11:07:34.000-03:00;2026-08-02T19:00:36.000-03:00;ncm:22060010
7896403971305;KIT ESPUM SIDRA NATAL C/2 TACAS;;22060010;Sidra;;;;;;;;;0.0;0.0;7896403981304;;2014-04-24T11:07:34.000-03:00;2026-07-30T11:35:58.000-03:00;ncm:22060010
7896452100190;KIT VARIETAL JOTA PE CAB SAUVIGNON;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T14:39:59.000-03:00;ncm:22051000
7896452100237;KIT VARIETAL JOTA PE MERLOT;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T14:39:59.000-03:00;ncm:22051000
7896514700153;COQUETEL VINHO TINTO 7COLINAS 4LT;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T15:32:01.000-03:00;ncm:22042211
7896514700641;COQUETEL VINHO DRESDEN;;22060090;Outras;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T15:32:03.000-03:00;ncm:22060090
7896514701365;VINHO 7 COLINAS 4L TINTO SUAVE;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2017-07-28T09:29:58.000-03:00;2024-06-13T15:37:10.000-03:00;ncm:22042910
7896589105020;MIORANZA |4600|WINE;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2015-09-17T06:42:58.000-03:00;2026-07-31T16:26:14.000-03:00;ncm:22042211
7896589105068;VINHO MIORANZA 4,6LT BRANCO SUAVE;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2018-08-03T18:36:57.000-03:00;2026-07-31T16:26:14.000-03:00;ncm:22042910
7896607100266;AGUARDENTE PITU GOLD LT;PITÚ;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;Cachaça;151;69;;;;0.0;0.0;17896607100263|17896607100270;https://cdn-cosmos.bluesoft.com.br/products/7896607100266;2014-04-24T11:07:34.000-03:00;2026-09-10T13:55:01.000-03:00;ncm:22084000
7896654400692;VINHO FONTANA TTO SUAVE 4LT;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:03:26.000-03:00;ncm:22042211
7896654401231;VERMOUTH MARTILLINI;;22051000;Em recipientes de capacidade não superior a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:03:35.000-03:00;ncm:22051000
7896657720018;CERVEJA A OUTRA CHOPP;A OUTRA;22030000;Cervejas de malte.;10000159;Cerveja;Cervejas;203;140;;;;0.0;0.0;7896657764050;;2014-04-24T11:07:34.000-03:00;2026-09-02T16:48:59.000-03:00;ncm:22030000
7896685200070;COQUETEL MEL E PEQUI;TEM TUDO;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;17896685200077;https://cdn-cosmos.bluesoft.com.br/products/7896685200070;2014-04-24T11:07:34.000-03:00;2026-09-08T17:22:55.000-03:00;ncm:22082000
7896696600296;VINHO BORDELES 750ML TINTO SECO;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2016-04-05T21:14:51.000-03:00;2026-07-31T17:30:17.000-03:00;ncm:22042910
7896696600364;VINHO BORDELES 750ML TINTO SUAVE;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2016-04-05T21:06:08.000-03:00;2026-07-31T17:30:18.000-03:00;ncm:22042910
7896711102910;WHISKY OLD EXCELLER 1L;;22083020;Em embalagens de capacidade inferior ou igual a 2 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:35:58.000-03:00;ncm:22083020
7896711103184;COQUETEL RAIZOV VANILLA;;22060090;Outras;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:35:59.000-03:00;ncm:22060090
7896711103191;COQUETEL RAIZOV FRUIT;;22060090;Outras;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:36:00.000-03:00;ncm:22060090
7896711103207;COQUETEL RAIZOV PESSEGO;;22060090;Outras;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896711103207;2014-04-24T11:07:34.000-03:00;2026-07-31T17:36:00.000-03:00;ncm:22060090
7896711103276;COQUETEL RAIZOV KIWI;;22060090;Outras;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:36:00.000-03:00;ncm:22060090
7896711103290;COQUETEL RAIZOV ACAI;;22060090;Outras;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:36:01.000-03:00;ncm:22060090
7896718200398;CATUABA DUELO;DUELO;22060090;Outras;;;;;;;;;0.0;0.0;7896718200282;https://cdn-cosmos.bluesoft.com.br/products/7896718200398;2014-04-24T11:07:34.000-03:00;2026-07-31T17:41:15.000-03:00;ncm:22060090
7896718200794;COQ DUELO TANG;DUELO;22060090;Outras;;;;;;;;;0.0;0.0;7896718200800|7896718200855;https://cdn-cosmos.bluesoft.com.br/products/7896718200794;2014-04-24T11:07:34.000-03:00;2026-07-31T17:41:17.000-03:00;ncm:22060090
7896718200817;COQ DUELO PESSEGO;DUELO;22060090;Outras;;;Vinhos;74;65;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896718200817;2014-04-24T11:07:34.000-03:00;2026-07-31T17:41:18.000-03:00;ncm:22060090
7896718201173;COQ DUELO MARACUJA;DUELO;22060090;Outras;;;;;;;;;0.0;0.0;17896896900148|17896514702017;https://cdn-cosmos.bluesoft.com.br/products/7896718201173;2014-04-24T11:07:34.000-03:00;2026-07-31T17:41:22.000-03:00;ncm:22060090
7896718201524;COQ DUELO COCO;DUELO;22060090;Outras;;;;;;;;;0.0;0.0;7896718201531;https://cdn-cosmos.bluesoft.com.br/products/7896718201524;2014-04-24T11:07:34.000-03:00;2026-07-31T17:41:23.000-03:00;ncm:22060090
7896718201692;COQ DUELO CACAU;DUELO;22060090;Outras;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896718201692;2014-04-24T11:07:34.000-03:00;2026-07-31T17:41:23.000-03:00;ncm:22060090
7896718202620;COQ DUELO MOR;;22060090;Outras;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:41:27.000-03:00;ncm:22060090
7896731300044;VINHO MARAVILHA GARR 4 5LT SECO;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:48:20.000-03:00;ncm:22042211
7896731300235;VINHO MARAVILHA GARR 4 5LT SUAVE;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;4500;4600;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:48:25.000-03:00;ncm:22042211
7896731300754;COQUETEL VINHO TONEL VELHO 1,5LT;;22043000;Outros mostos de uvas;;;;;;;;;0.0;0.0;;;2015-01-14T22:00:00.000-02:00;2026-07-31T17:48:35.000-03:00;ncm:22043000
7896741646057;VINHO NAC RANDON 4,6L BRANCO SUAVE;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;17896741646054;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:51:06.000-03:00;ncm:22042211
7896741646156;VINHO RANDON 4 6L TINTO SUAVE;RANDON;22042211;Em recipientes de capacidade não superior a 5 l;;;Vinhos;74;65;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896741646156;2014-04-24T11:07:34.000-03:00;2026-08-20T10:00:45.000-03:00;ncm:22042211
7896741646200;VINHO RANDON 4,6L ROSADO SECO;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:51:07.000-03:00;ncm:22042211
7896741646255;VINHO RANDON ROSADO SUAVE 4,6ML;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:51:07.000-03:00;ncm:22042211
7896741646705;VINHO RANDON 1 5LT BRANCO SUAVE;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-08-18T09:59:26.000-03:00;ncm:22042211
7896741649041;CATUABA RANDON;ÁGUA MINERAL RANDON;22060090;Outras;;;Vinhos Brasileiros;216;74;;;;0.0;0.0;7896741646996;https://cdn-cosmos.bluesoft.com.br/products/7896741649041;2014-04-24T11:07:34.000-03:00;2026-09-10T08:10:32.000-03:00;ncm:22060090
7896741649508;VINHO RANDON BRANCO SECO 4 6L;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2015-01-14T22:00:00.000-02:00;2026-07-31T17:51:21.000-03:00;ncm:22042211
7896741649652;VINHO RANDON TINTO SECO 4 6L;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2015-01-14T22:00:00.000-02:00;2026-07-31T17:51:22.000-03:00;ncm:22042211
7896741649669;VINHO RANDON TINTO SUAVE 4 6L;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7896741649669;2015-01-14T22:00:00.000-02:00;2026-07-31T17:51:23.000-03:00;ncm:22042211
7896741650016;COQUETEL TEXANA LIMAOZINHO;;22060090;Outras;;;;;;;;;0.0;0.0;7896741650405;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:51:24.000-03:00;ncm:22060090
7896741681027;JURUBEBA LEAO DO VALE;;22060090;Outras;;;;;;;;;0.0;0.0;7896741690029;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:51:30.000-03:00;ncm:22060090
7896741681034;VINHO NAC CANTINA VALE 4L TINTO SECO;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T17:51:30.000-03:00;ncm:22042211
7896741682307;COQUEL CANTINA SECO 4,6;;22042211;Em recipientes de capacidade não superior a 5 l;;;Vinhos Brasileiros;216;74;4600;4700;;0.0;0.0;7896741649652;https://cdn-cosmos.bluesoft.com.br/products/7896741682307;2014-04-24T11:07:34.000-03:00;2026-07-31T17:51:32.000-03:00;ncm:22042211
7896756800215;AGUARDENTE GRAPPA MIOLO GARRAFA 500ML;MIOLO;22082000;Aguardentes de vinho ou de bagaço de uvas;;;Vinhos;74;65;;;;0.0;0.0;17896756800212;https://cdn-cosmos.bluesoft.com.br/products/7896756800215;2014-04-24T11:07:34.000-03:00;2026-07-31T17:59:33.000-03:00;ncm:22082000
7896780900011;VH NAC CANCAO GARRAFAO TTO SECO 2X4.6 | VINHO CANCAO TINTO SECO;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;17896780900018;;2014-04-24T11:07:34.000-03:00;2026-07-31T18:17:11.000-03:00;ncm:22042211
7896780900042;VINHO CANCAO TINTO SUAVE 4600;VINHOS CANÇÃO;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;17896780900049;;2014-04-24T11:07:34.000-03:00;2026-08-18T19:04:36.000-03:00;ncm:22042211
7896780900066;VH NAC CANCAO GARRAFAO BCO SV 2X4.6 | VINHO CANCAO BRANCO SUAVE 4600;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T18:17:12.000-03:00;ncm:22042211
7896780900318;VH NAC CANCAO TINTO SUAVE 12X;;22042910;Vinhos;;;;;;;;;0.0;0.0;;;2015-09-18T16:29:06.000-03:00;2025-08-27T11:46:16.000-03:00;ncm:22042910
7896780902008;GARRAFAO CANCAO 4,6 L TINTO SECO;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T18:17:20.000-03:00;ncm:22042211
7896923201043;VINHO BRANCO SECO PALMEIRAS 88;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T19:14:12.000-03:00;ncm:22082000
7896923205010;VINHO PALMEIRA .;;22042211;Em recipientes de capacidade não superior a 5 l;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T19:14:17.000-03:00;ncm:22042211
7896923205034;VINHO PALMEIRAS BRANCO;;22042910;Vinhos;;;;;;1;1;;0.0;0.0;;;2015-09-17T06:44:39.000-03:00;2026-07-31T19:14:18.000-03:00;ncm:22042910
7896931611483;VINHO CAMPO LARGO COOLER MORANGO 12/;J P CHENET;22060090;Outras;;;Vinhos Brasileiros;216;74;;;;0.0;0.0;7896931611469;;2014-04-24T11:07:34.000-03:00;2026-07-31T19:15:38.000-03:00;ncm:22060090
7897015202061;VINHO DEL GRANO BRANCO SECO NIAGARA 1LT;;22042910;Vinhos;;;;;;;;;0.0;0.0;17897015202068;;2016-04-06T01:16:29.000-03:00;2026-08-11T06:45:38.000-03:00;ncm:22042910
7897015202078;VINHO DEL GRANO BRANCO SUAVE 1LT;;22042910;Vinhos;;;;;;;;;0.0;0.0;17897015202075;;2016-04-06T01:16:30.000-03:00;2026-08-13T19:20:41.000-03:00;ncm:22042910
7897015209985;VINHO DEL GRANO TINTO BORDO SUAVE 1LT;DEL GRANO;22042910;Vinhos;;;Vinhos Brasileiros;216;74;;;;0.0;0.0;17897015209982|17897015202037;https://cdn-cosmos.bluesoft.com.br/products/7897015209985;2016-04-06T01:14:55.000-03:00;2026-08-18T10:11:56.000-03:00;ncm:22042910
7897110000203;AGUARD SAFRA OURO;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T20:18:57.000-03:00;ncm:22084000
7897110000234;AGUARD SAFRA OURO CARVALHO;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;0;0;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T20:18:58.000-03:00;ncm:22084000
7897110000975;CONHAQUE NAUTILUS 1LT;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T20:19:02.000-03:00;ncm:22082000
7897110001699;AGUARD CANINHA DA ROCA GOLD;;22084000;Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar;;;;;;;;;0.0;0.0;;https://cdn-cosmos.bluesoft.com.br/products/7897110001699;2014-04-24T11:07:34.000-03:00;2026-07-31T20:19:04.000-03:00;ncm:22084000
7897200100110;VINHO TINTO SUAVE CATAFESTA 2L;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T20:55:39.000-03:00;ncm:22082000
7897200100127;VINHO TINTO SECO CATAFESTA 2L;;22082000;Aguardentes de vinho ou de bagaço de uvas;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T20:55:40.000-03:00;ncm:22082000
7897268833326;VINHO SABATINI LICOROSO;;22059000;Outros;;;;;;;;;0.0;0.0;;;2014-04-24T11:07:34.000-03:00;2026-07-31T21:13:48.000-03:00;ncm:22059000
